"TIM","ADD","VAL"
12.532859,141,"5926752700803f00"
13.171403,141,"5926752700803f00"
13.251131,141,"5926752700803f00"
13.271425,141,"5926752700803f00"
13.341055,141,"5926752700803f00"
13.361022,141,"5926752700803f00"
13.54075,141,"5926752700803f00"
13.960227,141,"5926752700803f00"
16.71659,141,"5926752700803f00"
17.425992,141,"5926752700803f00"
18.464418,141,"5926752700803f00"
19.672673,141,"5926752700803f00"
20.081978,141,"5926752700803f00"
20.721166,141,"5926752700803f00"
21.23065,141,"5926752700803f00"
21.780147,141,"5926752700803f00"
22.788612,141,"5926752700803f00"
23.787278,141,"5926752700803f00"
24.71589,141,"5926752700803f00"
25.325149,141,"5926752700803f00"
26.683398,141,"5926752700803f00"
27.303067,141,"5926752700803f00"
27.312494,141,"5926752700803f00"
27.812006,141,"5926752700803f00"
28.061546,141,"5926752700803f00"
12.016079,282,"85d2004d50012a00"
12.06523,282,"85e2004d50012a00"
2.560555,282,"8902004d50012a00"
24.221289,282,"8912004d50012a00"
26.622125,282,"8912004d50012a00"
29.023292,282,"8912004d50012a00"
24.271095,282,"8922004d50012a00"
26.672219,282,"8922004d50012a00"
29.073368,282,"8922004d50012a00"
13.116197,282,"8932004d50012a00"
13.165747,282,"8942004d50012a00"
21.219567,282,"8952004d50012a00"
23.62072,282,"8952004d50012a00"
21.26965,282,"8962004d50012a00"
23.670805,282,"8962004d50012a00"
12.516048,282,"8972004d50012a00"
12.565465,282,"8982004d50012a00"
6.212265,282,"8992004d50012a00"
10.214195,282,"8992004d50012a00"
25.42155,282,"8992004d50012a00"
27.822748,282,"8992004d50012a00"
28.623105,282,"8992004d50012a00"
29.423496,282,"8992004d50012a00"
6.262425,282,"89a2004d50012a00"
10.264394,282,"89a2004d50012a00"
25.471597,282,"89a2004d50012a00"
27.872825,282,"89a2004d50012a00"
28.673215,282,"89a2004d50012a00"
29.473585,282,"89a2004d50012a00"
1.510014,282,"89b2004d50012a00"
5.512031,282,"89b2004d50012a00"
12.716044,282,"89b2004d50012a00"
13.516262,282,"89b2004d50012a00"
1.560105,282,"89c2004d50012a00"
5.562073,282,"89c2004d50012a00"
12.765549,282,"89c2004d50012a00"
13.565934,282,"89c2004d50012a00"
23.220543,282,"89d2004d50012a00"
26.422038,282,"89d2004d50012a00"
6.412389,282,"89d2004d50112a00"
23.270595,282,"89e2004d50012a00"
26.472116,282,"89e2004d50012a00"
6.462483,282,"89e2004d50112a00"
2.510504,282,"89f2004d50012a00"
0.159351,282,"8e02004d50012a00"
1.76021,282,"8e02004d50012a00"
3.360988,282,"8e02004d50012a00"
4.161375,282,"8e02004d50012a00"
4.961766,282,"8e02004d50012a00"
10.616348,282,"8e12004d50012a00"
14.61644,282,"8e12004d50012a00"
21.019464,282,"8e12004d50012a00"
21.820367,282,"8e12004d50012a00"
6.612487,282,"8e12004d50112a00"
6.662838,282,"8e22004d50012a00"
10.664835,282,"8e22004d50012a00"
14.66646,282,"8e22004d50012a00"
21.069522,282,"8e22004d50012a00"
21.870079,282,"8e22004d50012a00"
0.309313,282,"8e32004d50012a00"
1.910208,282,"8e32004d50012a00"
2.710553,282,"8e32004d50012a00"
4.311361,282,"8e32004d50012a00"
0.359438,282,"8e42004d50012a00"
1.960277,282,"8e42004d50012a00"
2.76068,282,"8e42004d50012a00"
4.361475,282,"8e42004d50012a00"
14.817431,282,"8e52004d50012a00"
22.020701,282,"8e52004d50012a00"
24.421329,282,"8e52004d50012a00"
25.221454,282,"8e52004d50012a00"
26.021842,282,"8e52004d50012a00"
26.822228,282,"8e52004d50012a00"
9.213693,282,"8e52004d50112a00"
17.217734,282,"8e52004d50212a00"
14.866567,282,"8e62004d50012a00"
24.471152,282,"8e62004d50012a00"
25.271542,282,"8e62004d50012a00"
26.071947,282,"8e62004d50012a00"
26.872329,282,"8e62004d50012a00"
9.263985,282,"8e62004d50112a00"
17.267761,282,"8e62004d50212a00"
22.070024,282,"8e62004d50212a00"
1.309896,282,"8e72004d50012a00"
2.110295,282,"8e72004d50012a00"
3.711036,282,"8e72004d50012a00"
6.11229,282,"8e72004d50012a00"
1.360005,282,"8e82004d50012a00"
2.160387,282,"8e82004d50012a00"
3.761184,282,"8e82004d50012a00"
6.162385,282,"8e82004d50012a00"
15.817339,282,"8e92004d50012a00"
23.820801,282,"8e92004d50012a00"
26.221938,282,"8e92004d50012a00"
17.417736,282,"8e92004d50212a00"
22.220148,282,"8e92004d50212a00"
15.867036,282,"8ea2004d50012a00"
23.871116,282,"8ea2004d50012a00"
26.27204,282,"8ea2004d50012a00"
17.467848,282,"8ea2004d50212a00"
22.270133,282,"8ea2004d50212a00"
3.911144,282,"8eb2004d50012a00"
3.961262,282,"8ec2004d50012a00"
19.21861,282,"8ed2004d50012a00"
25.621649,282,"8ed2004d50012a00"
19.268689,282,"8ee2004d50012a00"
25.671736,282,"8ee2004d50012a00"
0.109231,282,"8ef2004d50012a00"
1.710062,282,"8ef2004d50012a00"
3.31088,282,"8ef2004d50012a00"
4.111272,282,"8ef2004d50012a00"
4.911692,282,"8ef2004d50012a00"
0.95976,282,"9302004d50012a00"
7.362919,282,"9302004d50012a00"
12.965656,282,"9302004d50012a00"
13.766029,282,"9302004d50012a00"
16.967656,282,"9302004d50012a00"
28.172973,282,"9302004d50012a00"
1.009739,282,"9312004d50012a00"
4.21128,282,"9312004d50012a00"
5.011719,282,"9312004d50012a00"
13.016196,282,"9312004d50012a00"
16.217629,282,"9312004d50012a00"
23.420619,282,"9312004d50012a00"
25.821749,282,"9312004d50012a00"
27.423022,282,"9312004d50012a00"
19.418707,282,"9312004d50212a00"
1.059844,282,"9322004d50012a00"
4.261427,282,"9322004d50012a00"
5.062455,282,"9322004d50012a00"
13.065701,282,"9322004d50012a00"
16.268013,282,"9322004d50012a00"
25.871851,282,"9322004d50012a00"
27.472886,282,"9322004d50012a00"
19.468765,282,"9322004d50212a00"
23.470691,282,"9322004d50212a00"
3.510969,282,"9332004d50012a00"
5.11236,282,"9332004d50012a00"
12.316045,282,"9332004d50012a00"
13.916397,282,"9332004d50012a00"
24.321328,282,"9332004d50012a00"
26.722132,282,"9332004d50012a00"
5.912186,282,"9332004d50112a00"
17.918021,282,"9332004d50212a00"
18.718373,282,"9332004d50212a00"
3.561071,282,"9342004d50012a00"
5.16249,282,"9342004d50012a00"
5.962274,282,"9342004d50012a00"
12.365379,282,"9342004d50012a00"
13.96609,282,"9342004d50012a00"
24.371056,282,"9342004d50012a00"
26.772267,282,"9342004d50012a00"
17.968048,282,"9342004d50212a00"
18.768439,282,"9342004d50212a00"
0.409361,282,"9352004d50012a00"
2.01024,282,"9352004d50012a00"
4.411419,282,"9352004d50012a00"
5.212394,282,"9352004d50012a00"
6.012183,282,"9352004d50012a00"
16.417571,282,"9352004d50012a00"
29.22339,282,"9352004d50012a00"
18.01801,282,"9352004d50212a00"
0.459485,282,"9362004d50012a00"
2.060351,282,"9362004d50012a00"
4.461747,282,"9362004d50012a00"
5.262228,282,"9362004d50012a00"
6.062389,282,"9362004d50012a00"
16.467787,282,"9362004d50012a00"
29.273497,282,"9362004d50012a00"
18.068101,282,"9362004d50212a00"
0.509408,282,"9372004d50012a00"
2.910689,282,"9372004d50012a00"
4.511466,282,"9372004d50012a00"
5.312246,282,"9372004d50012a00"
13.316259,282,"9372004d50012a00"
7.713019,282,"9372004d50112a00"
9.313789,282,"9372004d50112a00"
0.55951,282,"9382004d50012a00"
2.960769,282,"9382004d50012a00"
4.56157,282,"9382004d50012a00"
5.36224,282,"9382004d50012a00"
13.365806,282,"9382004d50012a00"
7.763086,282,"9382004d50112a00"
9.364295,282,"9382004d50112a00"
16.617356,282,"9392004d50012a00"
19.818901,282,"9392004d50012a00"
7.813096,282,"9392004d50112a00"
8.613427,282,"9392004d50112a00"
18.218127,282,"9392004d50212a00"
16.667586,282,"93a2004d50012a00"
18.268203,282,"93a2004d50012a00"
19.868941,282,"93a2004d50012a00"
7.863177,282,"93a2004d50112a00"
8.663585,282,"93a2004d50112a00"
2.310331,282,"93b2004d50012a00"
3.110785,282,"93b2004d50012a00"
4.711502,282,"93b2004d50012a00"
8.71347,282,"93b2004d50012a00"
14.316249,282,"93b2004d50012a00"
26.321982,282,"93b2004d50012a00"
6.312362,282,"93b2004d50112a00"
7.913411,282,"93b2004d50112a00"
2.360486,282,"93c2004d50012a00"
3.160897,282,"93c2004d50012a00"
4.761715,282,"93c2004d50012a00"
8.763636,282,"93c2004d50012a00"
11.165048,282,"93c2004d50012a00"
14.36632,282,"93c2004d50012a00"
26.37207,282,"93c2004d50012a00"
6.36248,282,"93c2004d50112a00"
7.963187,282,"93c2004d50112a00"
4.011225,282,"93d2004d50012a00"
8.813535,282,"93d2004d50012a00"
9.613945,282,"93d2004d50012a00"
10.414351,282,"93d2004d50012a00"
15.216664,282,"93d2004d50012a00"
16.817481,282,"93d2004d50012a00"
17.618019,282,"93d2004d50012a00"
24.02118,282,"93d2004d50012a00"
24.821287,282,"93d2004d50012a00"
28.02284,282,"93d2004d50012a00"
4.061324,282,"93e2004d50012a00"
8.863685,282,"93e2004d50012a00"
9.664069,282,"93e2004d50012a00"
15.266765,282,"93e2004d50012a00"
16.867576,282,"93e2004d50012a00"
17.667942,282,"93e2004d50012a00"
24.071025,282,"93e2004d50012a00"
24.871363,282,"93e2004d50012a00"
28.072916,282,"93e2004d50012a00"
10.464439,282,"93e2004d50112a00"
0.909706,282,"93f2004d50012a00"
12.916422,282,"93f2004d50012a00"
13.715952,282,"93f2004d50012a00"
16.91756,282,"93f2004d50012a00"
28.122887,282,"93f2004d50012a00"
7.313124,282,"93f2004d50112a00"
8.963696,282,"9802004d50012a00"
11.365113,282,"9802004d50012a00"
12.165291,282,"9802004d50012a00"
14.566419,282,"9802004d50012a00"
15.36681,282,"9802004d50012a00"
17.767956,282,"9802004d50012a00"
18.568351,282,"9802004d50012a00"
21.770185,282,"9802004d50012a00"
22.570242,282,"9802004d50012a00"
23.370655,282,"9802004d50012a00"
25.771789,282,"9802004d50012a00"
26.572176,282,"9802004d50012a00"
27.373083,282,"9802004d50012a00"
28.973327,282,"9802004d50012a00"
29.773738,282,"9802004d50012a00"
5.762204,282,"9802004d50112a00"
6.562849,282,"9802004d50112a00"
9.764112,282,"9802004d50112a00"
10.564983,282,"9802004d50112a00"
19.368734,282,"9802004d50212a00"
20.169147,282,"9802004d50212a00"
1.810118,282,"9812004d50012a00"
2.610548,282,"9812004d50012a00"
7.413118,282,"9812004d50012a00"
9.013651,282,"9812004d50012a00"
11.415939,282,"9812004d50012a00"
15.417132,282,"9812004d50012a00"
17.817997,282,"9812004d50012a00"
22.620505,282,"9812004d50012a00"
25.021364,282,"9812004d50012a00"
28.222902,282,"9812004d50012a00"
29.823679,282,"9812004d50012a00"
5.81211,282,"9812004d50112a00"
9.8141,282,"9812004d50112a00"
18.618323,282,"9812004d50212a00"
20.219224,282,"9812004d50212a00"
1.860254,282,"9822004d50012a00"
2.660647,282,"9822004d50012a00"
7.462941,282,"9822004d50012a00"
11.465015,282,"9822004d50012a00"
15.466826,282,"9822004d50012a00"
17.868027,282,"9822004d50012a00"
22.670334,282,"9822004d50012a00"
25.07144,282,"9822004d50012a00"
28.272987,282,"9822004d50012a00"
5.862274,282,"9822004d50112a00"
9.064042,282,"9822004d50112a00"
9.864157,282,"9822004d50112a00"
18.668394,282,"9822004d50212a00"
20.269176,282,"9822004d50212a00"
1.1098,282,"9832004d50012a00"
7.513106,282,"9832004d50012a00"
8.313551,282,"9832004d50012a00"
11.516081,282,"9832004d50012a00"
14.716435,282,"9832004d50012a00"
15.517089,282,"9832004d50012a00"
20.319131,282,"9832004d50012a00"
21.119507,282,"9832004d50012a00"
21.920685,282,"9832004d50012a00"
22.720506,282,"9832004d50012a00"
25.121379,282,"9832004d50012a00"
25.921795,282,"9832004d50012a00"
29.123289,282,"9832004d50012a00"
9.113694,282,"9832004d50112a00"
1.159907,282,"9842004d50012a00"
7.563028,282,"9842004d50012a00"
8.363424,282,"9842004d50012a00"
11.565029,282,"9842004d50012a00"
14.766505,282,"9842004d50012a00"
15.566892,282,"9842004d50012a00"
20.369228,282,"9842004d50012a00"
21.169597,282,"9842004d50012a00"
21.969969,282,"9842004d50012a00"
25.1715,282,"9842004d50012a00"
25.971887,282,"9842004d50012a00"
29.173464,282,"9842004d50012a00"
9.163965,282,"9842004d50112a00"
22.770375,282,"9842004d50212a00"
1.209794,282,"9852004d50012a00"
2.810637,282,"9852004d50012a00"
3.611053,282,"9852004d50012a00"
7.613104,282,"9852004d50012a00"
10.81651,282,"9852004d50012a00"
12.41627,282,"9852004d50012a00"
14.016356,282,"9852004d50012a00"
15.617336,282,"9852004d50012a00"
28.42304,282,"9852004d50012a00"
8.413533,282,"9852004d50112a00"
19.618809,282,"9852004d50212a00"
22.820467,282,"9852004d50212a00"
1.259953,282,"9862004d50012a00"
2.86073,282,"9862004d50012a00"
3.661143,282,"9862004d50012a00"
7.663076,282,"9862004d50012a00"
10.864886,282,"9862004d50012a00"
12.465368,282,"9862004d50012a00"
14.066201,282,"9862004d50012a00"
15.666941,282,"9862004d50012a00"
19.668906,282,"9862004d50012a00"
28.473112,282,"9862004d50012a00"
8.463496,282,"9862004d50112a00"
22.870387,282,"9862004d50212a00"
6.912969,282,"9872004d50012a00"
10.114206,282,"9872004d50012a00"
14.11639,282,"9872004d50012a00"
15.717223,282,"9872004d50012a00"
23.720768,282,"9872004d50012a00"
24.521332,282,"9872004d50012a00"
25.321502,282,"9872004d50012a00"
27.722694,282,"9872004d50012a00"
29.323397,282,"9872004d50012a00"
8.513495,282,"9872004d50112a00"
18.118073,282,"9872004d50212a00"
18.918459,282,"9872004d50212a00"
22.120135,282,"9872004d50212a00"
6.962777,282,"9882004d50012a00"
10.164306,282,"9882004d50012a00"
14.166232,282,"9882004d50012a00"
15.766988,282,"9882004d50012a00"
18.968537,282,"9882004d50012a00"
23.771103,282,"9882004d50012a00"
24.571213,282,"9882004d50012a00"
25.371591,282,"9882004d50012a00"
27.772767,282,"9882004d50012a00"
29.373559,282,"9882004d50012a00"
8.563552,282,"9882004d50112a00"
18.168174,282,"9882004d50212a00"
22.170087,282,"9882004d50212a00"
0.609463,282,"9892004d50012a00"
1.409943,282,"9892004d50012a00"
2.210311,282,"9892004d50012a00"
3.010733,282,"9892004d50012a00"
15.016637,282,"9892004d50012a00"
20.619278,282,"9892004d50012a00"
24.621262,282,"9892004d50012a00"
27.022339,282,"9892004d50012a00"
7.013297,282,"9892004d50112a00"
0.659589,282,"98a2004d50012a00"
1.46004,282,"98a2004d50012a00"
2.260433,282,"98a2004d50012a00"
3.060837,282,"98a2004d50012a00"
15.066646,282,"98a2004d50012a00"
24.671567,282,"98a2004d50012a00"
27.073378,282,"98a2004d50012a00"
7.062792,282,"98a2004d50112a00"
20.669561,282,"98a2004d50212a00"
9.5139,282,"98b2004d50012a00"
10.314304,282,"98b2004d50012a00"
15.116683,282,"98b2004d50012a00"
16.717596,282,"98b2004d50012a00"
18.318169,282,"98b2004d50012a00"
19.118571,282,"98b2004d50012a00"
19.918933,282,"98b2004d50012a00"
25.5216,282,"98b2004d50012a00"
27.122402,282,"98b2004d50012a00"
28.723148,282,"98b2004d50012a00"
7.113061,282,"98b2004d50112a00"
17.517861,282,"98b2004d50212a00"
22.320407,282,"98b2004d50212a00"
9.563953,282,"98c2004d50012a00"
10.364413,282,"98c2004d50012a00"
15.166703,282,"98c2004d50012a00"
16.767558,282,"98c2004d50012a00"
17.567892,282,"98c2004d50012a00"
18.368253,282,"98c2004d50012a00"
19.168638,282,"98c2004d50012a00"
25.571688,282,"98c2004d50012a00"
27.173339,282,"98c2004d50012a00"
28.773251,282,"98c2004d50012a00"
7.162832,282,"98c2004d50112a00"
19.969074,282,"98c2004d50212a00"
22.370198,282,"98c2004d50212a00"
0.009183,282,"98d2004d50012a00"
1.610091,282,"98d2004d50012a00"
3.210792,282,"98d2004d50012a00"
12.816394,282,"98d2004d50012a00"
13.616256,282,"98d2004d50012a00"
16.01735,282,"98d2004d50012a00"
18.418215,282,"98d2004d50012a00"
27.222948,282,"98d2004d50012a00"
29.623596,282,"98d2004d50012a00"
5.612056,282,"98d2004d50112a00"
7.213033,282,"98d2004d50112a00"
8.013465,282,"98d2004d50112a00"
20.819364,282,"98d2004d50212a00"
21.619766,282,"98d2004d50212a00"
0.059299,282,"98e2004d50012a00"
1.660161,282,"98e2004d50012a00"
3.260933,282,"98e2004d50012a00"
8.063265,282,"98e2004d50012a00"
12.865595,282,"98e2004d50012a00"
13.665991,282,"98e2004d50012a00"
16.067196,282,"98e2004d50012a00"
18.468288,282,"98e2004d50012a00"
27.273042,282,"98e2004d50012a00"
29.673691,282,"98e2004d50012a00"
5.662125,282,"98e2004d50112a00"
7.262887,282,"98e2004d50112a00"
20.869507,282,"98e2004d50212a00"
21.670361,282,"98e2004d50212a00"
8.913607,282,"98f2004d50012a00"
9.713943,282,"98f2004d50012a00"
11.316512,282,"98f2004d50012a00"
12.116197,282,"98f2004d50012a00"
14.516345,282,"98f2004d50012a00"
15.317084,282,"98f2004d50012a00"
17.717947,282,"98f2004d50012a00"
18.518277,282,"98f2004d50012a00"
21.720312,282,"98f2004d50012a00"
22.520429,282,"98f2004d50012a00"
23.320562,282,"98f2004d50012a00"
25.721696,282,"98f2004d50012a00"
26.52213,282,"98f2004d50012a00"
27.323088,282,"98f2004d50012a00"
28.923257,282,"98f2004d50012a00"
29.723633,282,"98f2004d50012a00"
5.712007,282,"98f2004d50112a00"
6.512426,282,"98f2004d50112a00"
10.514404,282,"98f2004d50112a00"
19.318653,282,"98f2004d50212a00"
20.119042,282,"98f2004d50212a00"
8.163322,282,"9d02004d50012a00"
16.167985,282,"9d02004d50012a00"
24.171067,282,"9d02004d50012a00"
20.969478,282,"9d02004d50212a00"
0.209177,282,"9d12004d50012a00"
3.410931,282,"9d12004d50012a00"
12.216023,282,"9d12004d50012a00"
13.816153,282,"9d12004d50012a00"
17.017625,282,"9d12004d50012a00"
0.259397,282,"9d22004d50012a00"
3.461066,282,"9d22004d50012a00"
12.265332,282,"9d22004d50012a00"
13.86608,282,"9d22004d50012a00"
17.067671,282,"9d22004d50012a00"
6.712483,282,"9d32004d50012a00"
10.716249,282,"9d32004d50012a00"
17.117652,282,"9d32004d50012a00"
9.914106,282,"9d32004d50112a00"
19.51872,282,"9d32004d50212a00"
23.520591,282,"9d32004d50212a00"
6.762843,282,"9d42004d50012a00"
10.764732,282,"9d42004d50012a00"
17.167722,282,"9d42004d50012a00"
9.964168,282,"9d42004d50112a00"
19.56882,282,"9d42004d50212a00"
23.570739,282,"9d42004d50212a00"
6.812575,282,"9d52004d50012a00"
11.616527,282,"9d52004d50012a00"
13.215995,282,"9d52004d50012a00"
10.014182,282,"9d52004d50112a00"
6.862833,282,"9d62004d50012a00"
11.665078,282,"9d62004d50012a00"
13.265801,282,"9d62004d50012a00"
10.064258,282,"9d62004d50112a00"
10.916494,282,"9d72004d50012a00"
11.716454,282,"9d72004d50012a00"
14.916585,282,"9d72004d50012a00"
16.517854,282,"9d72004d50012a00"
21.319667,282,"9d72004d50012a00"
26.121847,282,"9d72004d50012a00"
17.317734,282,"9d72004d50212a00"
22.920541,282,"9d72004d50212a00"
10.964722,282,"9d82004d50012a00"
11.765147,282,"9d82004d50012a00"
14.966578,282,"9d82004d50012a00"
16.567578,282,"9d82004d50012a00"
26.17195,282,"9d82004d50012a00"
17.367828,282,"9d82004d50212a00"
21.369728,282,"9d82004d50212a00"
22.970513,282,"9d82004d50212a00"
3.811137,282,"9d92004d50012a00"
4.611537,282,"9d92004d50012a00"
5.412102,282,"9d92004d50012a00"
9.413907,282,"9d92004d50012a00"
11.015908,282,"9d92004d50012a00"
11.816126,282,"9d92004d50012a00"
12.616281,282,"9d92004d50012a00"
13.416063,282,"9d92004d50012a00"
14.216327,282,"9d92004d50012a00"
21.419691,282,"9d92004d50212a00"
23.020457,282,"9d92004d50212a00"
3.861231,282,"9da2004d50012a00"
4.668669,282,"9da2004d50012a00"
5.462029,282,"9da2004d50012a00"
9.463889,282,"9da2004d50012a00"
11.064925,282,"9da2004d50012a00"
11.865172,282,"9da2004d50012a00"
12.665498,282,"9da2004d50012a00"
13.465851,282,"9da2004d50012a00"
14.26628,282,"9da2004d50012a00"
21.469752,282,"9da2004d50212a00"
23.070518,282,"9da2004d50212a00"
0.709454,282,"9db2004d50012a00"
11.916285,282,"9db2004d50012a00"
15.917369,282,"9db2004d50012a00"
23.921136,282,"9db2004d50012a00"
27.922749,282,"9db2004d50012a00"
29.523547,282,"9db2004d50012a00"
20.71927,282,"9db2004d50212a00"
21.519668,282,"9db2004d50212a00"
0.759596,282,"9dc2004d50012a00"
11.965171,282,"9dc2004d50012a00"
15.967063,282,"9dc2004d50012a00"
23.971084,282,"9dc2004d50012a00"
27.972877,282,"9dc2004d50012a00"
29.57364,282,"9dc2004d50012a00"
20.769536,282,"9dc2004d50212a00"
21.569787,282,"9dc2004d50212a00"
4.811665,282,"9dd2004d50012a00"
11.216559,282,"9dd2004d50012a00"
14.416342,282,"9dd2004d50012a00"
22.420511,282,"9dd2004d50012a00"
4.861746,282,"9de2004d50012a00"
11.264877,282,"9de2004d50012a00"
14.466339,282,"9de2004d50012a00"
22.470236,282,"9de2004d50012a00"
8.113461,282,"9df2004d50012a00"
16.117572,282,"9df2004d50012a00"
24.121233,282,"9df2004d50012a00"
20.919362,282,"9df2004d50212a00"
24.971401,282,"a202004d50012a00"
8.213515,282,"a212004d50012a00"
8.263379,282,"a222004d50012a00"
27.522884,282,"a232004d50012a00"
28.322999,282,"a232004d50012a00"
27.572907,282,"a242004d50012a00"
28.373074,282,"a242004d50012a00"
20.419176,282,"a252004d50012a00"
27.622787,282,"a252004d50012a00"
18.81841,282,"a252004d50212a00"
20.469271,282,"a262004d50012a00"
27.672731,282,"a262004d50012a00"
18.868498,282,"a262004d50212a00"
19.718855,282,"a272004d50012a00"
20.519186,282,"a272004d50012a00"
26.922332,282,"a272004d50012a00"
28.523066,282,"a272004d50012a00"
19.768925,282,"a282004d50012a00"
20.569586,282,"a282004d50012a00"
26.972403,282,"a282004d50012a00"
28.573158,282,"a282004d50012a00"
19.018514,282,"a292004d50012a00"
19.06859,282,"a2a2004d50012a00"
23.120457,282,"a2b2004d50012a00"
24.721297,282,"a2b2004d50012a00"
23.170558,282,"a2c2004d50012a00"
24.77131,282,"a2c2004d50012a00"
0.809535,282,"a2d2004d50012a00"
2.410453,282,"a2d2004d50012a00"
28.823198,282,"a2d2004d50012a00"
20.01901,282,"a2d2004d50212a00"
0.859689,282,"a2e2004d50012a00"
2.460542,282,"a2e2004d50012a00"
28.873285,282,"a2e2004d50012a00"
20.069074,282,"a2e2004d50212a00"
24.921314,282,"a2f2004d50012a00"
16.317348,282,"a732004d50012a00"
16.367718,282,"a742004d50012a00"
6.720663,360,"0000526230400100"
6.769998,360,"0000526230400100"
6.82013,360,"0000526230400100"
6.869898,360,"0000526230400100"
6.92018,360,"0000526230400100"
6.969727,360,"0000526230400100"
7.019858,360,"0000526230400100"
7.069561,360,"0000526230400100"
7.119903,360,"0000526230400100"
7.169479,360,"0000526230400100"
7.219617,360,"0000526230400100"
7.269337,360,"0000526230400100"
7.319628,360,"0000526230400100"
7.36921,360,"0000526230400100"
7.419376,360,"0000526230400100"
7.469071,360,"0000526230400100"
7.51957,360,"0000526230400100"
7.568947,360,"0000526230400100"
7.619083,360,"0000526230400100"
7.668793,360,"0000526230400100"
7.71913,360,"0000526230400100"
7.768727,360,"0000526230400100"
7.818843,360,"0000526230400100"
7.868533,360,"0000526230400100"
7.918855,360,"0000526230400100"
7.968423,360,"0000526230400100"
8.018573,360,"0000526230400100"
8.068267,360,"0000526230400100"
8.118629,360,"0000526230400100"
8.168169,360,"0000526230400100"
8.218308,360,"0000526230400100"
8.268018,360,"0000526230400100"
8.318304,360,"0000526230400100"
8.36795,360,"0000526230400100"
8.418329,360,"0000526230400100"
8.467799,360,"0000526230400100"
8.518015,360,"0000526230400100"
8.567641,360,"0000526230400100"
8.617604,360,"0000526230400100"
8.667523,360,"0000526230400100"
8.717557,360,"0000526230400100"
8.767361,360,"0000526230400100"
8.867256,360,"0000526230400100"
8.917892,360,"0000526230400100"
8.967123,360,"0000526230400100"
9.017548,360,"0000526230400100"
9.066928,360,"0000526230400100"
9.166849,360,"0000526230400100"
9.266681,360,"0000526230400100"
9.317682,360,"0000526230400100"
9.366574,360,"0000526230400100"
9.416575,360,"0000526230400100"
9.466431,360,"0000526230400100"
9.516804,360,"0000526230400100"
9.566314,360,"0000526230400100"
9.616491,360,"0000526230400100"
9.666145,360,"0000526230400100"
9.766047,360,"0000526230400100"
9.816505,360,"0000526230400100"
